a1,a6,a2,a4,a3
0,0,Lv.11,1188,20
0,0,Lv.16,1204,2452
0,0,Lv.18,1199,22
0,0,Lv.17,1185,16
0,0,Lv.19,1184,34
0,0,Lv.19,1174,22
0,0,Lv.15,1189,2561
0,0,Lv.17,1181,2769
0,0,Lv.19,1194,41
0,0,Lv.12,1178,13
0,0,Lv.18,1176,23
0,0,Lv.14,1185,20
0,0,Lv.15,1191,21
0,0,Lv.17,1182,39
0,0,Lv.17,1196,17
0,0,Lv.20,1187,34
0,0,Lv.20,1173,26
0,0,Lv.19,1185,16
0,0,Lv.15,1175,28
0,0,Lv.19,1195,26
0,0,Lv.19,1175,26
0,0,Lv.17,1176,25
0,0,Lv.14,1200,19
0,0,Lv.13,1195,36
0,0,Lv.17,8,23
0,0,Lv.15,1161,2442
0,0,Lv.18,9,21
0,0,Lv.19,6,22
0,0,Lv.19,1193,33
0,0,Lv.15,1195,25
0,0,Lv.15,12,19
0,0,Lv.20,1191,28
0,0,Lv.17,1169,29
0,0,Lv.19,1189,24
0,0,Lv.15,9,20
0,0,Lv.12,1171,18
0,0,Lv.15,1192,25
0,0,Lv.14,1174,30
0,0,Lv.15,3,33
0,0,Lv.19,1175,25
0,0,Lv.17,1196,27
0,0,Lv.15,1199,14
0,0,Lv.18,1184,28
0,0,Lv.17,1191,22
0,0,Lv.17,1192,2648
0,0,Lv.16,1190,24
0,0,Lv.18,8,24
0,0,Lv.16,1150,24
0,0,Lv.15,1189,2717
0,0,Lv.15,1179,23
0,0,Lv.15,1194,2658
0,0,Lv.19,1169,2916
0,0,Lv.17,14,18
0,0,Lv.15,1208,26
0,0,Lv.18,1182,32
0,0,Lv.17,1173,16
0,0,Lv.19,1191,2466
0,0,Lv.16,1180,29
0,0,Lv.15,3,19
0,0,Lv.17,1176,2705
0,0,Lv.16,1184,21
0,0,Lv.19,1184,22
0,0,Lv.14,1181,33
0,0,Lv.19,1173,26
0,0,Lv.17,10,20
0,0,Lv.14,1200,32
0,0,Lv.17,7,24
0,0,Lv.19,1196,28
0,0,Lv.18,1179,22
0,0,Lv.19,1188,28
0,0,Lv.17,1171,28
0,0,Lv.16,1190,28
0,0,Lv.18,1174,23
0,0,Lv.17,1179,23
0,0,Lv.19,15,19
0,0,Lv.16,6,14
0,0,Lv.19,1201,44
0,0,Lv.16,18,30
0,0,Lv.11,1172,25
0,0,Lv.15,1194,23
0,0,Lv.16,1181,23
0,0,Lv.19,1198,37
0,0,Lv.10,1192,30
0,0,Lv.15,1194,25
0,0,Lv.19,1184,34
0,0,Lv.11,1188,30
0,0,Lv.12,20,24
0,0,Lv.16,1185,36
0,0,Lv.15,1179,24
0,0,Lv.12,1195,2694
0,0,Lv.16,1180,18
0,0,Lv.8,1332,283
a1,a6,a2,a4,a3
0,0,Lv.11,1188,20
0,0,Lv.16,1204,2452
