a1,a6,a2,a4,a3
0,0,Lv.16,1199,28
0,0,Lv.19,1167,16
0,0,Lv.18,1171,16
0,0,Lv.19,1179,25
0,0,Lv.19,1198,34
0,0,Lv.12,1185,15
0,0,Lv.19,11,18
0,0,Lv.18,1180,23
0,0,Lv.15,10,19
0,0,Lv.17,1191,2871
0,0,Lv.15,10,21
0,0,Lv.15,11,18
0,0,Lv.20,1169,21
0,0,Lv.18,1180,2475
0,0,Lv.17,1171,27
0,0,Lv.14,1179,21
0,0,Lv.15,1187,2384
0,0,Lv.10,1201,2396
0,0,Lv.19,12,19
0,0,Lv.15,1169,19
0,0,Lv.20,1172,18
0,0,Lv.10,1184,30
0,0,Lv.19,1197,27
0,0,Lv.12,14,17
0,0,Lv.11,1163,29
0,0,Lv.19,12,15
0,0,Lv.19,13,19
0,0,Lv.14,14,18
0,0,Lv.13,1180,22
0,0,Lv.19,1196,24
0,0,Lv.16,1170,24
0,0,Lv.15,1175,23
0,0,Lv.17,5,20
0,0,Lv.15,1177,23
0,0,Lv.15,1193,2447
0,0,Lv.18,1201,2443
0,0,Lv.13,1195,15
0,0,Lv.17,1176,16
0,0,Lv.15,1186,27
0,0,Lv.20,1171,22
0,0,Lv.18,1177,18
0,0,Lv.16,1174,28
0,0,Lv.15,1194,24
0,0,Lv.18,1175,29
0,0,Lv.19,1193,24
0,0,Lv.16,1185,37
0,0,Lv.16,1197,2309
0,0,Lv.12,1181,2514
0,0,Lv.17,10,20
0,0,Lv.18,1200,2797
0,0,Lv.17,1178,33
0,0,Lv.20,1169,23
0,0,Lv.19,1193,24
0,0,0,0,0
0,0,Lv.19,1188,20
0,0,Lv.20,10,32
0,0,Lv.10,1189,23
0,0,Lv.18,1200,32
0,0,Lv.17,1191,21
0,0,Lv.18,1174,22
0,0,Lv.15,1179,26
0,0,Lv.14,1183,23
0,0,Lv.20,1166,23
0,0,Lv.14,9,14
0,0,Lv.20,1196,35
0,0,Lv.19,1176,21
0,0,Lv.16,1193,27
0,0,Lv.17,1189,2517
0,0,Lv.18,12,30
0,0,Lv.18,1197,25
0,0,Lv.18,1195,20
0,0,Lv.19,1197,2290
0,0,Lv.16,12,24
0,0,Lv.15,1164,22
0,0,Lv.20,1183,39
0,0,Lv.19,1193,19
0,0,Lv.17,1184,24
0,0,Lv.19,1180,33
0,0,Lv.18,12,20
0,0,Lv.18,1174,2648
0,0,Lv.18,1189,2554
0,0,Lv.15,8,14
0,0,Lv.17,1189,2517
0,0,Lv.17,1167,2754
0,0,Lv.18,1196,24
0,0,Lv.19,1171,27
0,0,Lv.17,1191,2708
0,0,Lv.15,1185,23
0,0,Lv.15,1210,38
0,0,Lv.16,1187,19
0,0,Lv.20,1168,37
0,0,Lv.17,1158,28
0,0,Lv.17,10,20
0,0,Lv.19,16,21
0,0,Lv.16,1172,17
0,0,Lv.15,1164,22
0,0,Lv.20,11,23
0,0,Lv.17,1203,33
0,0,Lv.15,1200,31
0,0,Lv.15,1185,16
0,0,Lv.15,1190,29
0,0,Lv.19,1212,22
0,0,Lv.16,1180,25
0,0,Lv.15,1173,29
0,0,Lv.16,1199,28
0,34,Lv.12,1189,2425
0,0,Lv.19,14,19
0,0,Lv.14,1168,22
0,0,Lv.9,2158,301
0,0,Lv.10,1167,16
0,0,Lv.15,1200,132
0,0,Lv.14,1187,34
0,0,Lv.15,1193,2724
0,0,Lv.17,1188,20
0,0,Lv.9,1196,25
0,0,Lv.20,1186,24
0,0,Lv.16,1192,26
0,0,Lv.19,1191,22
0,0,Lv.16,1212,38
0,0,Lv.18,1184,21
0,0,Lv.15,11,19
0,0,Lv.19,1194,27
0,0,Lv.20,1184,22
0,0,Lv.20,1195,18
0,0,Lv.15,1176,15
0,0,Lv.17,1179,41
0,0,Lv.20,1160,24
0,0,Lv.15,1192,27
0,0,Lv.15,1164,26
0,0,Lv.17,14,25
0,0,Lv.19,16,21
0,0,Lv.20,1175,39
0,0,Lv.16,1179,32
0,0,Lv.8,1281,212
0,0,Lv.17,1198,22
0,0,Lv.17,14,27
0,0,Lv.13,1189,25
0,0,Lv.14,1177,32
0,0,Lv.17,1171,2482
0,0,Lv.20,11,23
0,0,Lv.16,1192,35
0,0,Lv.17,8,22
0,0,Lv.19,1173,29
0,0,Lv.15,1182,41
0,0,Lv.17,1173,24
0,0,Lv.17,12,38
0,0,Lv.20,1185,21
0,0,Lv.16,5,16
0,0,Lv.11,1194,28
0,0,Lv.18,1214,2818
0,0,Lv.17,1167,23
0,0,Lv.19,1172,27
0,0,Lv.16,1184,2412
0,0,Lv.12,1180,22
0,0,Lv.16,14,21
0,0,Lv.20,1199,34
0,0,Lv.13,1188,18
0,0,Lv.18,1193,20
0,0,Lv.15,1193,35
0,0,Lv.20,1179,31
0,0,Lv.18,11,19
0,0,0,0,0
0,0,Lv.16,1201,26
0,0,Lv.18,1177,22
0,0,Lv.16,1168,17
0,0,Lv.18,1159,29
0,0,Lv.18,1167,22
0,0,Lv.16,1190,28
0,0,Lv.17,11,25
0,0,Lv.16,1198,20
0,0,Lv.18,1187,25
0,0,Lv.20,1169,18
0,0,Lv.18,1181,26
0,0,Lv.17,1175,23
0,0,Lv.19,11,22
0,0,Lv.16,1200,28
0,0,Lv.18,1190,2511
0,0,Lv.19,1181,25
0,0,Lv.12,1177,30
0,0,Lv.16,1175,22
0,0,Lv.15,1184,22
0,0,Lv.11,1184,19
0,0,Lv.16,1208,2774
0,0,Lv.17,1195,30
0,0,Lv.13,1193,45
0,0,Lv.18,1194,22
0,0,Lv.15,1203,37
0,0,Lv.16,1178,28
0,0,Lv.20,1195,23
0,0,Lv.11,1186,1283
0,0,Lv.18,11,18
0,0,Lv.15,1186,25
0,0,Lv.19,1173,23
0,0,Lv.19,1188,18
0,0,Lv.15,10,25
0,0,Lv.17,1187,24
0,0,Lv.17,1183,22
0,0,Lv.17,8,21
0,0,0,0,0
0,0,Lv.18,1197,22
0,0,Lv.15,1180,23
0,0,Lv.19,1184,23
0,0,Lv.20,1187,2589
0,0,Lv.16,1162,31
0,0,Lv.17,1170,2830
0,0,Lv.12,1176,2518
0,0,Lv.15,6,15
0,0,Lv.14,1174,35
0,0,Lv.15,1186,44
0,0,Lv.19,6,19
0,0,Lv.12,1194,28
0,0,Lv.18,1172,19
