a1,a6,a2,a4,a3
0,0,Lv.15,1192,40
0,0,Lv.17,1162,26
0,0,Lv.15,1186,27
0,0,Lv.17,5,20
0,0,Lv.12,1183,2407
0,0,Lv.9,1188,24
0,0,Lv.15,10,21
0,0,Lv.16,1182,2416
0,0,Lv.17,1201,37
0,0,Lv.15,1179,32
0,0,Lv.8,1246,174
0,0,Lv.19,1185,35
0,0,Lv.15,1183,19
0,0,Lv.14,1192,2812
0,0,Lv.15,1175,2885
0,0,Lv.18,1191,26
0,0,Lv.20,1177,2725
0,0,Lv.11,1193,27
0,0,Lv.19,1190,38
0,0,Lv.17,1184,2423
0,0,Lv.17,1189,41
0,0,Lv.15,1190,23
0,0,Lv.19,1179,23
0,0,Lv.16,1198,2488
0,0,Lv.18,1167,31
0,0,Lv.15,1184,16
0,0,Lv.11,1185,28
0,0,Lv.18,1180,28
0,0,Lv.16,1173,2466
0,0,Lv.16,1181,16
0,0,Lv.10,1194,21
0,0,Lv.15,1170,35
0,0,Lv.16,9,26
0,0,Lv.14,9,26
0,0,Lv.19,1194,2541
0,0,Lv.16,1148,35
0,0,Lv.16,11,15
0,0,Lv.12,1169,32
0,0,Lv.18,1180,19
0,0,Lv.18,12,28
0,0,Lv.12,1168,30
0,0,Lv.18,1194,25
0,0,Lv.17,1196,17
0,0,Lv.19,1182,34
0,0,Lv.19,1195,41
0,0,Lv.18,1160,30
0,0,Lv.19,11,12
0,0,Lv.13,12,24
0,0,Lv.17,1186,30
0,0,Lv.20,1199,61
0,0,Lv.18,1156,25
0,0,Lv.17,1178,19
0,0,Lv.16,6,24
0,0,Lv.18,1245,3002
0,0,Lv.15,7,23
0,0,Lv.17,1,18
0,0,Lv.15,1188,29
0,0,Lv.19,1192,21
0,0,Lv.16,1164,29
0,0,Lv.19,1187,19
0,0,Lv.9,8,22
0,0,Lv.19,1189,39
0,0,Lv.10,1180,27
0,0,Lv.15,1176,15
0,0,Lv.12,1206,25
0,0,Lv.20,4,18
0,0,Lv.14,1188,20
0,0,Lv.18,1199,22
0,0,Lv.20,1197,2455
0,0,Lv.19,1175,26
0,0,Lv.17,13,16
0,0,Lv.19,1171,27
0,0,Lv.17,1182,23
0,0,Lv.17,1166,28
0,0,Lv.17,1201,19
0,0,Lv.16,1173,22
0,0,Lv.18,1187,20
0,0,Lv.16,1201,2776
0,0,Lv.12,1200,2678
0,0,Lv.18,1175,33
0,0,Lv.18,11,19
0,0,Lv.15,1187,18
0,0,Lv.17,1182,28
0,0,Lv.20,10,20
0,0,Lv.20,1195,2733
0,0,Lv.18,1207,2675
0,0,Lv.19,1191,22
0,0,Lv.15,1180,24
0,0,Lv.17,1201,20
0,0,Lv.18,1206,44
0,0,Lv.14,3,23
0,0,Lv.16,1178,21
0,0,Lv.15,1192,16
0,0,Lv.19,11,13
0,0,Lv.15,1167,12
0,0,Lv.18,12,28
0,0,Lv.16,2,26
0,0,Lv.20,1174,19
0,0,Lv.17,9,17
0,0,Lv.18,1192,23
0,0,Lv.19,1183,2407
0,0,Lv.19,7,13
0,0,Lv.19,1171,16
0,0,Lv.12,1180,18
0,0,Lv.9,1188,21
0,0,Lv.18,1193,33
0,0,Lv.9,9,16
0,0,Lv.14,1182,19
0,0,Lv.13,1180,41
0,0,Lv.18,1170,2771
0,0,Lv.18,1180,33
0,0,Lv.17,1176,2772
0,0,Lv.18,1191,2547
0,0,Lv.19,1184,30
0,0,Lv.12,1190,38
0,0,Lv.18,1187,34
0,0,Lv.18,1180,21
0,0,Lv.18,1187,21
0,0,Lv.13,14,20
0,0,Lv.17,1198,30
0,0,Lv.18,1156,25
0,0,Lv.18,1167,19
0,0,Lv.16,1179,26
0,0,Lv.18,1204,26
0,0,Lv.18,9,23
0,0,Lv.11,1156,22
0,0,Lv.12,1178,21
0,0,Lv.18,1180,30
0,0,Lv.15,1185,2408
0,0,Lv.19,1189,24
0,0,Lv.18,1172,19
0,0,Lv.18,7,20
0,0,Lv.16,1190,2548
0,0,0,0,0
0,0,Lv.17,1172,26
0,0,Lv.19,1196,22
0,0,Lv.16,1200,32
0,0,Lv.14,1178,25
0,0,Lv.19,1194,19
0,0,Lv.17,1164,28
0,0,Lv.14,1183,2341
0,0,Lv.15,1186,30
0,0,Lv.17,1184,24
0,0,Lv.16,1173,37
0,0,Lv.15,1168,25
0,0,Lv.16,7,20
0,0,Lv.20,1194,34
0,0,Lv.18,1184,2481
0,0,Lv.11,1177,26
0,0,Lv.19,1183,14
0,0,Lv.19,1181,2738
0,0,Lv.17,10,22
0,0,Lv.13,1187,2422
0,0,Lv.18,1204,23
0,0,Lv.19,1178,25
0,0,Lv.12,1148,29
0,0,Lv.19,11,19
0,0,Lv.16,14,20
0,0,Lv.15,1184,20
0,0,Lv.11,8,18
0,0,Lv.16,1164,22
0,0,Lv.16,1168,22
0,0,Lv.20,1191,17
0,0,Lv.19,1204,2450
0,0,Lv.18,1196,1306
0,0,Lv.16,1191,37
0,0,Lv.19,16,30
0,0,Lv.13,1188,2721
0,0,Lv.16,1186,20
0,0,Lv.16,1187,22
0,0,Lv.18,1172,23
0,0,Lv.7,1262,304
0,0,Lv.16,1182,2910
0,0,Lv.19,1192,2518
0,0,Lv.18,1189,2449
0,0,Lv.20,9,23
0,0,Lv.17,1170,38
0,0,Lv.18,1183,33
0,0,Lv.11,1192,27
0,0,Lv.10,10,23
0,0,Lv.17,1191,21
0,0,Lv.10,1213,2636
0,0,Lv.15,1187,2528
0,0,Lv.12,1176,13
0,0,Lv.17,1166,22
0,0,Lv.17,1183,27
0,0,Lv.18,1181,28
0,0,Lv.15,1172,48
0,0,Lv.17,1191,2871
0,0,Lv.17,1175,30
0,0,Lv.20,7,22
0,0,Lv.18,1186,1298
0,0,Lv.18,1187,22
0,0,Lv.20,1170,23
0,0,Lv.11,1189,35
0,0,Lv.18,1205,2805
0,0,Lv.18,1198,16
0,0,Lv.19,1206,33
0,0,Lv.17,1180,25
0,0,Lv.18,1180,27
0,0,Lv.20,1181,27
0,0,Lv.18,1180,29
0,0,Lv.16,1188,23
0,0,Lv.15,1186,30
0,0,Lv.20,1173,28
0,0,Lv.15,1171,23
0,0,Lv.19,1185,21
0,0,Lv.18,1180,33
0,0,Lv.20,1183,2573
0,0,Lv.18,1174,13
0,0,Lv.20,1179,2800
0,0,Lv.15,11,31
0,0,Lv.20,11,21
0,0,Lv.19,9,17
0,0,Lv.15,8,26
0,0,Lv.19,1181,18
0,0,Lv.19,9,22
0,0,Lv.16,1178,21
0,0,Lv.10,1190,31
0,0,Lv.16,1168,20
0,0,Lv.16,1184,37
0,0,Lv.15,1172,17
0,0,Lv.16,1197,22
0,0,Lv.16,4,21
0,0,Lv.16,1205,2452
0,0,Lv.17,1192,2503
0,0,0,0,0
0,0,Lv.14,1185,22
0,0,Lv.18,21,35
0,0,Lv.17,1184,25
0,0,Lv.19,1199,32
0,0,Lv.18,1186,18
0,0,Lv.16,13,16
0,0,Lv.19,1190,22
0,0,Lv.14,1179,24
0,0,Lv.19,1204,2515
0,0,Lv.16,1186,38
0,0,Lv.20,11,17
0,0,Lv.15,5,15
0,0,Lv.19,1181,25
0,0,Lv.17,1171,16
0,0,Lv.17,1192,44
0,0,Lv.17,1189,21
0,0,Lv.19,1173,24
0,0,Lv.19,1185,16
0,0,Lv.11,15,18
0,0,Lv.19,18,26
0,0,Lv.16,1186,24
0,0,Lv.17,1174,25
0,0,Lv.14,1189,22
0,0,Lv.17,8,23
0,0,Lv.18,8,18
0,0,Lv.19,1190,25
0,0,Lv.19,1191,33
0,0,Lv.16,20,19
0,0,Lv.20,1191,15
0,0,Lv.15,1188,20
0,0,Lv.15,1189,2654
0,0,Lv.16,1160,2365
