a1,a6,a2,a4,a3
6,4412,Lv.13,15,49
3,519,Lv.3,0,12
280,2672,Lv.23,25,307
57,0,Lv.5,0,29
77,0,Lv.7,8,15
368,40295,Lv.24,85,281
663,21,Lv.21,22,104
527,5448,Lv.26,64,212
173,0,Lv.11,7,18
46,61226,Lv.14,3,14
34,515393,Lv.30,1586,83
0,0,Lv.19,1188,21
33,439312,Lv.19,615,105
0,0,Lv.18,1186,28
0,0,Lv.17,15,21
0,0,Lv.15,1166,24
0,0,Lv.17,1193,32
0,0,Lv.20,10,19
0,0,Lv.18,1199,30
0,0,Lv.16,1191,2448
0,0,Lv.16,17,28
0,0,Lv.19,7,15
0,0,Lv.17,1192,318
1,0,Lv.2,0,6
3,0,Lv.5,0,15
16,2173,Lv.8,5,10
476,0,Lv.17,6,24
55,0,Lv.15,3,56
887,2809,Lv.27,5322,186
1,0,Lv.1,0,2
49,0,Lv.5,0,7
1171,43773,Lv.34,642,358
8,0,Lv.8,2,16
114,0,Lv.21,17,44
49,1064,Lv.7,3,2
16,0,Lv.4,0,10
797,8397,Lv.18,53,261
89,21207,Lv.18,32,1
64,0,Lv.9,1,14
214,8373,Lv.18,29,6
676,260507,Lv.31,410,586
983,112233,Lv.31,604,29
106,464,Lv.10,0,18
1225,0,Lv.24,33,6
116,1292,Lv.8,7,14
170,23661,Lv.17,41,95
593,1242,Lv.29,241,938
165,1479,Lv.10,6,46
414,0,Lv.13,53,5
273,9461,Lv.19,46,73
257,0,Lv.4,1,15
2057,22657,Lv.33,699,76
2143,9416,Lv.30,492,293
862,353329,Lv.45,2503,2876
2,2165,Lv.4,3,24
0,0,Lv.15,1171,36
0,0,Lv.17,1198,27
0,0,Lv.17,14,24
0,0,Lv.11,1165,30
0,0,Lv.19,1188,24
0,0,Lv.3,0,3
41,24631,Lv.10,42,33
0,0,Lv.3,0,8
86,5155,Lv.13,13,33
0,0,Lv.5,1,11
0,0,Lv.3,1,15
0,0,Lv.15,1173,25
0,0,Lv.20,1175,27
0,0,Lv.15,1168,29
0,0,Lv.13,1187,2422
0,0,Lv.10,1182,19
0,0,Lv.12,7,24
0,0,Lv.15,1184,20
0,0,Lv.16,1173,32
0,0,Lv.15,1180,19
0,0,Lv.15,1195,14
0,0,Lv.19,1190,3002
0,0,Lv.16,1186,23
0,0,Lv.19,11,15
0,0,Lv.15,1188,22
0,0,Lv.11,12,24
0,0,Lv.20,1178,21
0,0,Lv.15,1173,34
0,0,Lv.18,1181,19
0,0,Lv.19,1192,31
0,0,Lv.17,1177,26
2,0,Lv.5,2,16
45,0,Lv.3,0,10
38,2474,Lv.17,132,54
0,0,Lv.16,1175,23
0,0,Lv.15,1193,2452
0,0,Lv.15,1199,32
0,0,Lv.19,16,20
0,0,Lv.19,1193,30
0,0,Lv.15,1189,22
0,0,Lv.18,1175,26
0,0,Lv.15,1183,13
0,0,Lv.18,1185,22
0,0,Lv.13,1191,18
0,0,Lv.19,1187,2809
0,0,Lv.15,1181,31
0,0,Lv.17,1177,23
0,0,Lv.19,1177,25
0,0,Lv.17,8,15
0,0,Lv.18,11,27
0,0,Lv.19,11,22
0,0,Lv.18,1167,22
0,0,Lv.18,1166,30
0,0,Lv.20,1188,34
0,0,Lv.15,1189,17
0,0,Lv.18,1182,27
0,0,Lv.16,1192,2760
0,0,Lv.13,1186,20
0,0,Lv.15,8,18
29,508306,Lv.23,177,2
0,0,Lv.19,1161,20
0,0,Lv.19,15,12
0,0,Lv.18,1176,19
0,0,Lv.16,1182,30
0,0,Lv.15,7,23
0,0,Lv.10,1173,379
0,0,Lv.16,1171,14
0,0,Lv.19,1177,24
0,0,Lv.19,16,21
0,0,Lv.15,7,20
0,0,Lv.18,1179,30
0,0,Lv.17,1165,2391
0,0,Lv.16,1179,23
0,0,Lv.19,1187,37
0,0,Lv.16,9,22
0,0,Lv.18,1208,27
0,0,Lv.19,8,19
0,0,Lv.15,1187,2528
0,0,Lv.18,1184,21
0,0,Lv.18,1177,24
0,0,Lv.19,1185,38
0,0,Lv.15,1140,21
0,0,Lv.15,1174,19
0,0,Lv.15,7,26
0,0,Lv.18,1190,16
793,0,Lv.32,76,335
0,0,Lv.15,1196,27
0,0,Lv.19,1195,37
0,0,Lv.18,1166,30
23,8965,Lv.9,13,29
26,1279,Lv.13,1,82
475,10116,Lv.36,31,1
0,0,Lv.20,1177,19
240,3736,Lv.15,7,124
0,0,Lv.15,1190,32
0,0,Lv.20,1205,2693
0,0,Lv.16,1194,22
879,1304,Lv.22,12,54
568,969,Lv.19,178,249
0,0,Lv.19,1182,25
0,0,Lv.20,10,24
0,0,Lv.18,1165,37
0,0,Lv.18,1206,29
0,0,Lv.15,1176,21
0,0,Lv.20,15,25
0,0,Lv.16,1162,32
0,0,Lv.10,1191,25
0,0,Lv.18,1181,24
0,0,Lv.14,7,24
0,0,Lv.19,1183,27
0,0,Lv.19,1193,2514
0,0,Lv.15,1190,25
0,0,Lv.16,1198,2488
0,0,Lv.17,8,16
0,0,Lv.11,13,17
0,0,Lv.16,8,21
0,0,Lv.19,9,17
0,0,Lv.19,8,15
0,0,Lv.19,1182,25
0,0,Lv.16,8,20
0,0,Lv.11,1195,2822
0,0,Lv.18,1187,34
0,0,Lv.17,1186,2444
0,0,Lv.17,1181,25
0,0,Lv.16,1198,19
0,0,Lv.13,8,24
0,0,Lv.15,1176,36
0,0,Lv.9,1202,35
0,0,Lv.17,1186,24
3,3414,Lv.29,35,33
1,0,Lv.22,7,379
0,18808,Lv.31,464,172
0,456,Lv.8,1,27
13,196467,Lv.20,339,38
1,0,Lv.2,0,9
1,0,Lv.2,0,1
1,0,Lv.2,0,7
1,0,Lv.2,0,6
1,0,Lv.2,0,9
1,0,Lv.7,3,18
1,0,Lv.1,0,7
0,187,Lv.8,4,18
0,0,Lv.1,0,0
0,0,Lv.1,0,0
