a1,a6,a2,a4,a3
0,0,Lv.15,9,20
0,0,Lv.13,1196,2690
0,0,Lv.19,7,15
0,0,Lv.17,1191,26
0,0,Lv.17,1192,36
0,0,Lv.18,1164,413
0,0,Lv.15,1182,16
0,0,Lv.15,1191,2640
0,0,Lv.17,1193,27
0,0,Lv.18,1170,19
0,0,Lv.11,1163,24
0,0,Lv.16,1183,2871
0,0,Lv.19,1182,26
0,0,Lv.20,1176,19
0,0,Lv.19,11,22
0,0,Lv.13,1183,30
0,0,Lv.10,1186,24
0,0,Lv.16,1194,17
0,0,Lv.20,15,22
0,0,Lv.14,1193,2154
0,0,Lv.16,1190,24
0,0,Lv.19,11,30
0,0,Lv.15,1192,19
0,0,Lv.15,1192,20
0,0,Lv.14,1168,22
0,0,Lv.17,1181,33
0,0,Lv.15,8,26
0,0,Lv.19,15,27
0,0,Lv.16,12,20
0,0,Lv.19,1189,21
0,0,Lv.11,1190,36
0,0,Lv.15,9,20
0,0,Lv.15,1177,27
0,0,Lv.20,1173,26
0,0,Lv.18,11,28
0,0,Lv.16,1189,295
0,0,Lv.19,1161,25
0,0,Lv.17,1183,365
0,0,Lv.16,1183,31
0,0,Lv.15,15,20
0,0,Lv.15,1178,32
0,0,Lv.15,1184,29
0,0,Lv.18,1179,15
0,0,Lv.18,1194,19
0,0,Lv.13,8,13
0,0,Lv.19,1184,25
0,0,Lv.20,1173,28
0,0,Lv.20,1182,41
0,0,Lv.18,1189,335
0,0,Lv.15,1169,19
0,0,Lv.19,1190,26
0,0,Lv.19,7,12
0,0,Lv.15,1156,2800
0,0,Lv.19,1185,35
0,0,Lv.12,1183,2407
0,0,Lv.16,1194,31
0,0,Lv.16,1182,25
0,0,Lv.19,1201,38
0,0,Lv.19,1181,29
0,0,Lv.15,1193,27
0,0,Lv.17,11,27
0,0,Lv.16,1194,40
0,0,Lv.19,4,17
0,0,Lv.12,5,20
0,0,Lv.19,1193,26
0,0,Lv.14,1177,32
0,0,Lv.16,7,27
0,0,Lv.10,1168,24
0,0,Lv.20,7,18
0,0,Lv.17,1184,31
0,0,Lv.15,1169,21
0,0,Lv.17,6,21
0,0,Lv.17,1183,365
0,0,Lv.18,1187,27
0,0,Lv.18,1191,25
0,0,Lv.16,1197,2633
0,0,Lv.17,1199,24
0,0,Lv.19,1186,34
0,0,Lv.15,1187,25
0,0,Lv.16,1190,18
0,0,Lv.19,1200,2514
0,0,Lv.20,1176,28
0,0,Lv.20,1191,427
0,0,Lv.15,1183,18
0,0,Lv.19,13,20
0,0,Lv.19,1176,2421
0,0,Lv.19,1193,2514
0,0,Lv.15,1171,18
0,0,Lv.18,1245,3002
0,0,Lv.15,1179,24
0,0,Lv.17,1190,21
0,0,Lv.20,1176,19
0,0,Lv.18,1182,21
0,0,Lv.15,10,22
0,0,Lv.15,13,17
0,0,Lv.18,1180,32
0,0,Lv.20,1227,197
0,0,Lv.19,1164,22
0,0,Lv.17,11,27
0,0,Lv.15,10,25
0,0,Lv.18,1189,29
0,0,Lv.18,1197,16
0,0,Lv.16,1167,29
0,0,Lv.19,1169,21
0,0,Lv.19,18,30
0,0,Lv.10,1183,22
0,0,Lv.11,1193,20
0,0,Lv.17,1195,30
0,0,Lv.16,1179,40
0,0,Lv.15,1189,31
0,0,Lv.19,6,19
0,0,Lv.19,1177,24
0,0,Lv.15,10,33
0,0,Lv.18,1179,29
0,0,Lv.14,7,26
0,0,Lv.15,1197,35
0,0,Lv.19,1194,19
0,0,Lv.19,14,24
0,0,Lv.19,1185,20
0,0,Lv.19,16,12
0,0,Lv.16,1185,21
0,0,Lv.15,1181,23
0,0,Lv.19,1196,23
0,0,Lv.17,1178,29
0,0,Lv.17,1192,26
0,0,Lv.17,1191,36
0,0,Lv.16,1215,2782
0,0,Lv.17,4,18
0,0,Lv.19,1181,33
0,0,Lv.18,1180,24
0,0,Lv.16,1186,31
0,0,Lv.14,1188,2694
0,0,Lv.19,1182,21
0,0,Lv.15,1184,20
0,0,Lv.18,8,17
0,0,Lv.18,1180,28
0,0,Lv.18,1183,33
0,0,Lv.10,1190,19
0,0,Lv.17,1185,17
0,0,Lv.15,1180,19
0,0,Lv.18,1190,25
0,0,Lv.17,1191,2445
0,0,Lv.10,1194,25
0,0,Lv.16,9,25
0,0,Lv.15,1205,2548
0,0,Lv.14,1184,28
0,0,Lv.20,1199,36
0,0,Lv.15,8,15
0,0,Lv.11,1187,9
0,0,Lv.16,1203,26
0,0,Lv.18,1180,28
0,0,Lv.14,1177,33
0,0,Lv.11,1178,2404
0,0,Lv.18,1172,24
0,0,Lv.19,1192,24
0,0,Lv.19,1182,21
0,0,Lv.18,1180,28
0,0,Lv.19,1204,2515
0,0,Lv.19,1199,2915
0,0,Lv.12,1173,18
0,0,Lv.20,1197,2685
0,0,Lv.12,1195,37
0,0,Lv.17,1165,2391
0,0,Lv.19,1176,19
0,0,Lv.15,1178,17
0,0,Lv.15,1185,14
0,0,Lv.17,1175,20
0,0,Lv.19,1185,25
0,0,Lv.13,8,24
0,0,Lv.19,1193,26
0,0,Lv.19,1178,2412
0,0,Lv.18,8,22
0,0,Lv.18,17,24
0,0,Lv.12,17,21
0,0,Lv.17,1171,26
0,0,Lv.17,1174,23
0,0,Lv.17,1162,23
0,0,Lv.15,14,21
0,0,Lv.17,1185,32
0,0,Lv.17,1169,16
0,0,Lv.16,1199,44
0,0,Lv.16,10,26
0,0,Lv.16,1187,27
0,0,Lv.18,1187,2729
0,0,Lv.18,1188,2722
0,0,Lv.20,11,18
0,0,Lv.18,1217,2696
0,0,Lv.15,1188,34
0,0,Lv.14,1174,2780
0,0,Lv.18,1200,30
0,0,Lv.17,1182,29
0,0,Lv.10,1186,39
0,0,Lv.16,7,27
0,0,Lv.19,1186,20
0,0,Lv.14,12,24
0,0,Lv.19,9,25
0,0,Lv.20,1190,34
0,0,Lv.17,1169,29
0,0,Lv.17,1150,17
0,0,Lv.17,1190,27
0,0,Lv.12,1171,29
0,0,Lv.16,1191,24
0,0,Lv.16,1186,31
0,0,Lv.12,10,21
0,0,Lv.10,7,20
0,0,Lv.19,1186,16
0,0,Lv.15,1196,22
0,0,Lv.19,14,17
0,0,Lv.17,1196,34
0,0,Lv.16,1184,30
0,0,Lv.16,11,23
0,0,Lv.15,1175,30
0,0,Lv.17,1188,24
0,0,Lv.17,1186,30
0,0,Lv.18,7,16
0,0,Lv.19,12,16
0,0,Lv.17,5,18
0,0,Lv.16,1183,18
0,0,Lv.9,1158,23
0,0,Lv.17,1181,22
0,0,Lv.18,1171,2665
0,0,Lv.15,1164,36
0,0,Lv.17,1182,39
0,0,Lv.20,1197,389
0,0,Lv.20,1193,2393
0,0,Lv.11,1195,23
0,0,Lv.18,1173,29
0,0,Lv.18,1188,20
0,0,Lv.14,1171,27
0,0,Lv.17,1196,15
0,0,Lv.18,1162,17
0,0,Lv.11,1181,30
0,0,Lv.15,1182,23
0,0,Lv.16,1181,35
0,0,Lv.11,1183,21
0,0,Lv.19,1204,2450
0,0,Lv.9,1305,1254
0,0,Lv.15,1165,20
0,0,Lv.16,1203,39
0,0,Lv.16,9,20
0,0,Lv.16,1183,17
0,0,Lv.11,1186,1283
0,0,Lv.19,1196,22
0,0,Lv.17,4,17
0,0,Lv.19,1175,22
0,0,Lv.16,1179,26
793,0,Lv.32,76,335
0,0,Lv.17,1185,16
0,0,Lv.10,1185,36
252,630784,Lv.34,2215,193
0,0,Lv.20,1174,31
0,0,Lv.16,1172,23
0,0,Lv.18,1180,22
0,0,Lv.15,1199,27
0,0,Lv.11,1183,2450
0,0,Lv.18,11,27
0,0,Lv.18,1189,2554
0,0,Lv.18,1176,22
0,0,Lv.18,1205,2805
0,0,Lv.16,1178,2428
0,0,Lv.16,1188,20
0,0,Lv.16,14,22
0,0,Lv.19,9,16
0,0,Lv.14,1192,24
0,0,Lv.16,1170,17
0,0,Lv.16,1168,22
0,0,Lv.19,1190,28
0,0,Lv.15,13,25
0,0,Lv.19,16,21
0,0,Lv.17,1188,22
0,0,Lv.15,1189,29
0,0,Lv.18,1177,2777
0,0,Lv.17,1179,25
0,0,Lv.19,12,27
0,0,Lv.16,1194,2410
0,0,Lv.16,1187,26
0,0,Lv.19,1186,27
0,0,Lv.10,1166,21
0,0,Lv.16,1172,21
0,0,Lv.19,1163,28
0,0,Lv.16,1190,2451
2143,9416,Lv.30,492,293
0,0,Lv.19,1184,27
0,0,Lv.16,1208,2774
230,38233,Lv.15,11,4
940,604456,Lv.40,1067,95
0,0,Lv.10,1151,26
0,0,Lv.16,1176,27
0,0,Lv.18,1201,25
0,0,Lv.20,15,24
470,4491351,Lv.45,25645,122
0,0,Lv.14,10,18
0,0,Lv.15,1192,24
0,0,Lv.11,1190,28
0,0,Lv.17,1169,22
0,0,Lv.17,1201,20
0,0,Lv.16,1171,21
0,0,Lv.19,14,25
0,0,Lv.15,1183,26
0,0,Lv.19,7,17
0,0,Lv.12,7,15
9,22241,Lv.15,19,52
0,0,Lv.14,10,20
0,0,Lv.16,1187,22
0,0,Lv.14,1186,37
0,0,Lv.18,1190,37
0,0,Lv.15,1177,23
0,0,Lv.15,1187,30
0,0,Lv.16,1202,36
0,0,Lv.15,1184,16
0,0,Lv.10,1194,21
0,0,Lv.18,1173,41
0,0,Lv.20,1183,17
0,0,Lv.17,1181,16
0,0,Lv.16,9,19
0,0,Lv.19,1201,28
0,0,Lv.16,1183,22
0,0,Lv.17,1194,40
0,0,Lv.16,1183,28
0,0,Lv.16,1169,18
0,0,Lv.13,1183,17
1,0,Lv.6,1,6
8,3261,Lv.16,173,25
0,0,Lv.16,12,18
0,0,Lv.17,1188,322
0,0,Lv.9,1182,20
0,0,Lv.10,1180,421
0,0,Lv.15,1192,40
0,0,Lv.14,1171,19
0,0,Lv.20,1179,18
0,0,Lv.17,1160,29
0,0,Lv.20,15,21
0,0,Lv.18,1245,3002
0,0,Lv.15,1196,2678
0,0,Lv.12,1189,39
0,0,Lv.16,1176,12
0,0,Lv.14,1195,2495
0,0,Lv.14,1199,18
0,0,Lv.11,1193,10
0,0,Lv.11,1188,31
0,0,Lv.3,1,8
0,0,Lv.18,1186,23
0,0,Lv.18,1168,26
0,0,Lv.19,8,18
0,0,0,0,0
0,0,Lv.3,0,8
0,370,Lv.24,68,47
0,0,Lv.5,5,15
0,0,Lv.6,0,31
0,0,Lv.4,1,11
0,0,Lv.20,4,14
0,0,Lv.20,9,29
2,0,Lv.4,0,3
58,6083,Lv.16,14,20
1,0,Lv.2,0,0
43,50745,Lv.17,118,42
868,56972,Lv.22,183,80
349,7803,Lv.40,1055,318
6,0,Lv.4,1,3
15,0,Lv.8,1,6
0,0,Lv.16,10,15
0,0,Lv.14,1199,2745
0,0,Lv.19,1188,32
0,0,Lv.16,1168,30
0,0,Lv.18,1194,43
0,0,Lv.20,1182,31
0,0,Lv.17,1178,25
0,0,Lv.20,1182,26
0,0,Lv.19,1187,25
0,0,Lv.16,1176,25
0,0,Lv.16,1202,26
0,0,Lv.18,1208,37
0,0,Lv.15,8,31
0,0,Lv.18,1183,27
0,0,Lv.13,1190,18
0,0,Lv.12,1181,2514
0,0,Lv.17,1183,25
0,0,Lv.9,1166,28
0,0,Lv.19,11,29
0,0,Lv.17,1195,24
0,0,Lv.15,1187,17
0,0,Lv.19,1170,28
0,0,Lv.18,1194,27
0,0,Lv.19,13,20
0,0,Lv.19,1189,34
0,0,Lv.17,1203,33
0,0,Lv.18,1182,2575
0,0,Lv.19,9,21
0,0,Lv.20,1171,28
0,0,Lv.19,10,17
0,0,Lv.18,10,26
0,0,Lv.16,13,16
0,0,Lv.13,1175,16
0,0,Lv.19,14,20
0,0,Lv.11,1204,35
0,0,Lv.17,7,23
0,0,Lv.18,1190,25
0,0,Lv.16,1197,33
0,0,Lv.20,1156,33
0,0,Lv.19,1197,33
0,0,Lv.17,1171,22
0,0,Lv.16,10,18
0,0,Lv.19,1177,18
0,0,Lv.15,1172,25
0,0,Lv.16,1179,25
0,0,Lv.18,9,21
0,0,0,0,0
0,0,Lv.18,9,26
0,0,Lv.18,5,17
0,0,Lv.15,1178,17
0,0,Lv.19,1173,30
0,0,Lv.15,1183,2526
0,0,Lv.11,1181,22
0,0,Lv.16,1214,17
0,0,Lv.18,1182,28
0,0,Lv.18,1195,27
0,0,Lv.19,1178,16
0,0,Lv.11,1175,24
0,0,Lv.15,9,25
0,0,Lv.18,1173,18
0,0,Lv.15,1171,25
0,0,Lv.19,1197,24
0,0,Lv.10,1151,26
0,0,Lv.19,1201,17
0,0,Lv.17,1175,33
0,0,Lv.18,1190,2511
0,0,Lv.15,1172,27
0,0,Lv.17,1210,27
0,0,Lv.17,1182,39
0,0,Lv.15,9,20
0,0,Lv.18,1171,2665
0,0,Lv.18,1184,34
0,0,Lv.16,1195,35
0,0,Lv.17,1170,28
0,0,Lv.15,1196,36
0,0,Lv.15,1176,24
0,0,Lv.14,1179,18
