a1,a6,a2,a4,a3
0,0,Lv.9,1176,26
0,0,Lv.19,9,20
0,0,Lv.15,1206,42
0,0,Lv.10,8,14
0,0,Lv.9,1188,21
0,0,Lv.17,1171,24
0,0,Lv.19,1186,23
0,0,Lv.20,1200,2404
0,0,Lv.15,1188,21
0,0,Lv.17,1180,23
0,0,Lv.19,1181,31
0,0,Lv.20,5,15
0,0,Lv.18,1205,24
0,0,Lv.15,13,17
0,0,Lv.16,1177,347
0,0,Lv.14,8,18
0,0,Lv.17,1178,25
0,0,Lv.16,1190,24
0,0,Lv.17,6,27
0,0,Lv.12,11,21
0,0,Lv.17,1213,2536
0,0,Lv.17,1179,2393
0,0,Lv.18,1197,2753
0,0,Lv.16,1174,26
13,9222,Lv.6,17,4
0,0,Lv.20,1190,2362
0,0,Lv.14,1196,28
0,0,Lv.14,1172,33
0,0,Lv.17,1194,35
0,0,Lv.18,8,23
0,0,Lv.19,1162,29
0,0,Lv.17,8,19
0,0,Lv.19,1164,18
0,0,Lv.17,1201,20
0,0,Lv.18,1190,2683
0,0,Lv.14,1180,21
0,0,Lv.18,1202,20
0,0,Lv.15,1173,21
0,0,Lv.17,1169,16
0,0,Lv.15,1186,25
0,0,Lv.19,1192,3001
0,0,Lv.19,11,19
0,0,Lv.18,1189,34
0,0,Lv.19,1183,29
0,0,Lv.18,1182,23
0,0,Lv.13,1187,32
0,0,Lv.17,1195,2424
0,0,Lv.16,1181,18
0,0,Lv.18,1184,25
0,0,Lv.19,1179,25
0,0,Lv.15,1194,24
0,0,Lv.19,1,21
0,0,Lv.19,1180,26
0,0,Lv.18,1184,19
0,0,Lv.18,1208,27
0,0,Lv.16,1181,306
0,0,Lv.8,1332,283
0,0,Lv.20,1178,21
0,0,Lv.13,1186,21
0,0,Lv.16,1169,17
0,0,Lv.19,1205,27
0,0,Lv.16,1173,37
0,0,Lv.1,0,8
1,0,Lv.10,0,5
1499,128568,Lv.45,411,210
2,0,Lv.3,0,4
268,206298,Lv.29,165,175
133,11317,Lv.16,10,13
1472,75141,Lv.16,96,255
551,7316,Lv.18,9,30
43,107528,Lv.18,214,9
12,0,Lv.7,0,18
94,0,Lv.12,7,25
29,0,Lv.4,0,13
793,0,Lv.32,76,335
112,0,Lv.4,2,12
45,7051,Lv.20,43,38
2,0,Lv.1,3,2
2,0,Lv.2,0,2
276,3966,Lv.19,7,74
30,0,Lv.2,0,12
2,0,Lv.8,2,3
139,0,Lv.28,218,739
308,9453,Lv.38,659,334
155,0,Lv.19,22,31
8,0,Lv.3,0,12
413,13618,Lv.26,75,784
1059,0,Lv.29,96,591
101,12804,Lv.21,14,27
0,0,Lv.17,1198,38
234,30955,Lv.17,52,39
730,140816,Lv.29,234,90
736,151081,Lv.27,73,45
722,142604,Lv.24,124,102
227,15348,Lv.30,1001,342
23,19926,Lv.15,13,14
832,0,Lv.30,113,38
174,2494,Lv.15,6,144
514,43615,Lv.36,219,752
281,175735,Lv.40,2364,31
343,0,Lv.12,4,43
204,0,Lv.16,1,12
36,7468,Lv.15,7,9
796,0,Lv.23,54,459
245,0,Lv.16,37,103
2125,9289,Lv.17,13,101
0,0,Lv.19,1186,23
1258,0,Lv.21,15,73
1513,26386,Lv.33,797,502
2378,590,Lv.40,3420,23
