a1,a6,a2,a4,a3
0,0,Lv.18,1192,29
0,0,Lv.17,1182,18
0,0,Lv.12,1189,2524
0,0,Lv.15,15,19
0,0,Lv.9,1234,259
0,0,Lv.19,1182,21
0,0,Lv.15,1193,30
0,0,Lv.17,4,25
0,0,Lv.10,9,24
0,0,Lv.16,1179,23
0,0,Lv.15,1157,25
0,0,Lv.18,1186,25
0,0,Lv.16,11,14
0,0,Lv.17,1196,15
0,0,Lv.17,1198,2762
0,0,Lv.20,1187,26
0,0,Lv.17,1183,19
0,0,Lv.16,11,26
0,0,Lv.17,1188,2770
0,0,Lv.19,15,19
0,0,Lv.18,8,31
0,0,Lv.15,1183,2526
0,0,Lv.20,1162,26
0,0,Lv.17,1191,36
0,0,Lv.15,1195,19
0,0,Lv.19,1185,18
0,0,Lv.15,1187,18
0,0,Lv.16,1187,20
0,0,Lv.20,9,18
0,0,Lv.15,7,25
0,0,Lv.16,1194,26
0,0,Lv.19,1184,22
0,0,Lv.17,1187,15
0,0,Lv.15,1190,34
0,0,Lv.18,1198,22
0,0,Lv.20,1206,35
0,0,Lv.20,1188,34
0,0,Lv.16,1192,2739
0,0,Lv.17,1201,20
0,0,Lv.17,1200,22
0,0,Lv.12,6,18
0,0,Lv.17,12,23
0,0,Lv.19,1174,25
0,0,Lv.17,1187,26
0,0,Lv.20,1181,25
0,0,Lv.16,1188,24
0,0,Lv.19,1193,26
0,0,Lv.15,13,23
0,0,Lv.16,1178,2699
0,0,Lv.15,9,29
0,0,Lv.20,1189,21
0,0,Lv.14,1191,30
0,0,Lv.17,1189,21
0,0,Lv.10,1175,25
0,0,Lv.15,1190,31
0,0,Lv.19,1184,47
0,0,Lv.18,1179,25
0,0,0,0,0
0,0,Lv.14,1188,20
0,0,Lv.17,1183,25
0,0,Lv.9,1188,28
0,0,Lv.18,1184,25
0,0,Lv.19,1161,30
0,0,Lv.20,1197,18
0,0,Lv.16,1183,20
0,0,Lv.15,1177,2495
0,0,Lv.10,1203,28
0,0,Lv.20,6,16
0,0,Lv.10,1171,24
0,0,Lv.20,1179,21
0,0,Lv.16,1184,18
0,0,Lv.20,1164,20
0,0,Lv.18,1187,2548
0,0,Lv.13,1193,24
0,0,Lv.16,1167,21
0,0,Lv.19,1199,40
0,0,Lv.18,8,18
0,0,Lv.15,1176,36
0,0,Lv.19,1173,26
0,0,Lv.20,1169,18
0,0,Lv.17,1177,24
0,0,Lv.17,15,21
0,0,Lv.20,1178,25
0,0,Lv.19,1177,33
0,0,Lv.16,1182,32
0,0,Lv.20,1179,24
0,0,Lv.18,1187,38
0,0,Lv.15,1193,23
0,0,Lv.16,1180,18
0,0,Lv.11,1163,22
0,0,Lv.18,1202,2472
0,0,Lv.16,1173,37
0,0,Lv.15,1180,18
0,0,Lv.20,1193,34
0,0,Lv.14,1174,30
0,0,Lv.18,7,23
0,0,Lv.18,1187,24
0,0,Lv.18,11,18
0,0,Lv.20,1181,2471
0,0,Lv.15,1176,2435
0,0,Lv.10,1170,37
0,0,Lv.11,8,17
0,0,Lv.16,10,18
0,0,Lv.15,1184,21
0,0,Lv.18,1186,2787
0,0,Lv.17,1193,32
0,0,Lv.16,1195,37
0,0,Lv.20,1179,20
0,0,Lv.16,1191,31
0,0,Lv.10,9,24
0,0,Lv.17,8,16
0,0,Lv.16,1173,37
0,0,Lv.20,1194,23
0,0,Lv.19,1167,30
0,0,Lv.18,1183,2405
0,0,Lv.19,1186,24
0,0,Lv.16,1183,2566
0,0,Lv.9,1154,23
0,0,Lv.16,1219,3001
0,0,Lv.15,13,25
0,0,Lv.18,1187,24
0,0,Lv.16,1178,21
0,0,Lv.18,1190,23
0,0,Lv.13,1192,29
0,0,Lv.16,1195,22
0,0,Lv.18,1196,1306
0,0,Lv.18,1184,31
0,0,Lv.16,1185,2504
0,0,Lv.17,1184,23
0,0,Lv.16,9,20
0,0,Lv.15,1210,38
0,0,Lv.15,1202,2938
0,0,Lv.18,1191,25
0,0,Lv.17,1178,25
0,0,Lv.19,1188,2802
0,0,Lv.19,1185,21
0,0,Lv.15,1186,25
0,0,Lv.16,1204,2793
