name,content,score,create_time,user_url
马蜂窝用户,位置太好，家一般的感觉，外加浓厚的历史氛围,5,2018-08-15,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=55397195
修平,优异的。地理位置特别好，就是酒店老了点房间不会太大，但金尊服务很满意。,5,2019-07-12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95275286
小麗,不错的体验。位置很好，离外滩很近，露台晚上一定要去，夜景不错。,5,2019-07-12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95277502
伊菱,体验历史感的酒店。和平饭店是一个有历史感的酒店，第二次去住，西餐还是很棒。服务堪忧，行李没人理，地点太繁华，门口全是人。,5,2019-07-12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95274961
马蜂窝用户,感觉特别上档次，住的舒服，就是我住的0521房间一进门是冲着卫生间，个人感觉不好.窗户小点。,5,2018-08-08,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=30282966
Zidi,好极了。地理位置，历史感和厚重感，打扫卫生很及时干净。基本没有。,5,2019-07-12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95273979
佳啟,很棒。房间比较大，舒适，装修风格非常有特色。,5,2019-07-12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95275089
Zhenshan,"优异的。不論酒店設施及服務也是一流, 到店是已是晚上9時左右, 負責接待的Eileen 及同事, 細安幫忙辦理手續及關心是否已進晚餐, 甚至可以代為安排等等,謝謝她們細心的服務. 外灘就在一絛馬路之隔, 可以避開人潮, 在清晨感受不一樣上海風情.。",5,2019-07-12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95273525
fiakoh,服务环境一流,5,2018-07-31,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=45627421
xiongxiayin,非常好！非常好！,5,2018-07-31,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=59825788
zhouhan,酒店很复古，住着非常舒适。一开始没看清定错了，酒店也很负责地换了我们想要的房间。还耐心地把我们带到房间，介绍了一下。床软软的，度过了较舒适的一晚。,5,2018-07-30,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=82906439
lin_summer_kay,酒店环境，酒店员工服务都很好很满意，去外滩很近，出门就是外滩观光台，可以看到整个陆家嘴，到对面可以坐观光隧道很方便，下次还住这家酒店,5,2018-07-29,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=61248347
大帝,酒店很棒！7月28日晚上电梯前的waiter 让人想起布达佩斯大饭店，人很nice 也很风趣幽默，像老朋友一样帮你解决各种问题。酒店的风格是以旧做旧，让人感受上个世纪30年代老上海的风情，很有味道。,5,2018-07-29,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=19988074
何小禾xx,很棒。充满历史感的同时，客房内设施很新很现代。工作人员都非常热情，笑容灿烂。因为本来定的房间一直没收拾完，等了一阵后前台帮我升了套房，很体贴。门铃响声极小，很容易听不见。由于在外滩边上，门前非常嘈杂拥挤，不过这一点不是酒店能控制的，毕竟是有历史的老牌酒店……。,5,2019-07-12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95275025
姜瑞明,优异的。地點很方便，出門就是南京東路和外灘。工作人員的服務也很好。,5,2019-07-12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95276721
名字被狗叼走了,令人愉悦。参观服务可以提前预约 lisa的讲解很棒。酒店前台员工态度一般。,5,2019-07-12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95272870
子益,鄰近外灘夜景，晚上如果有控出去外面走走是一件十分享受的事情，早上如果爬得起來還可以去看外灘日出，蠻美的。早餐巴菲一級棒&amp;lt;3可惜以前的早餐更好，酒樓的商務酒廊有提供特別的早餐服務，蛋料理很多種，不過整體選擇項目的話還是大堂的早餐廳最多。房間十分乾淨，幾乎沒有灰塵，連我容易過敏的人都不太有鼻子癢的情形發生。服務人員十分親切，有受過良好的訓練，態度和善，處理事情快速，讓人會十分想再來住一次。,5,2019-07-12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95276851
吳郁儀,优异的。床很舒服地點超讚樓下賣蛋糕的服務人員非常貼心!。,5,2019-07-12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95276002
好大一条鱼,优异的。床很软很舒服，地理位置好。,5,2019-07-12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95276656
