name,content,score,create_time,user_url
大牙象,卫生间大到离谱。员工很和蔼，地理位置很好。大厅的香气太浓郁了……觉得鼻炎要犯了。,5,2019-07-12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95276523
堅亨,世界和平。历史非常悠久，很有故事的一家酒店。酒店内还设有博物馆，参加了每天上午的博物馆导览，非常棒！房间服务疏忽了，没有放茶包！不过后来打电话总台，马上就送来了！服务态度很好！,5,2019-07-12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95276394
Чужнчао,历史感满满。房间很大，小朋友到处跑跳都不显得局促。装修很有历史感，清洁程度也不错。来这就是来住历史的其实，价格也不算高。位置当然方便了，就在外滩。遗憾没有去听爵士乐队演出。床铺是欧式的大软床，太软了，其实不适合中国人的睡眠习惯。我父母都睡不习惯，最后还把那个软垫拆掉。建议可以在预订里有选择床铺是中式还是西式。,5,2019-07-12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95274436
一瑄,像穿越剧，奇妙的体验～。上海贵族式体验，。,5,2019-07-12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95274502
小茜,很棒。服務人員態度非常好。第二天馬桶不通。,5,2019-07-12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95277437
千手观音,舒服。是我在国内住的酒店最满意的一间，各方面都很好。,5,2019-07-12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95275741
Anakin,国庆期间入住的，风景好的不得了，出门左拐就是外滩，费尔蒙套房设施豪华又不失古典韵味。唯一缺点就是空调系统不是独立的，不能自由切换冷暖。,5,2017-10-15,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=71260308
不自觉的路小美,历史感满满的酒店，必须五星好评,5,2017-10-09,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=59852309
咖啡鱼鱼,設備傢俱古典豪華，接待人員態度親切客氣，不虧為百年歷史經典飯店!。設備傢俱古典豪華，接待人員態度親切客氣，不虧為百年歷史經典飯店!。,5,2019-07-12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95276066
蚂蜂窝用户,位置一流，和平饭店这栋楼在许多外滩景观照上都是看得到的，美中不足的是江景房只有几个套房才有，我们这些普通房型就只能看到城景了，靠角落的那个双床房的床也很大，估计一张床上睡个两个人是没问题。卫生间设计很好，干湿分离，也装修的非常有年代感，电梯旁边的步行梯让人一秒钟穿越回上个世纪三十年代。服务一流，工作人员都是带着笑的。早餐可以说是中规中矩，说不上特别好吃，就是一般五星的样子，胜在用餐环境很好，总之下次去上海玩还选这家啦～,5,2017-09-10,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=31390374
