name,content,score,create_time,user_url
王九爷殿下,这是老牌子酒店，酒店的位置就在黄浦江边上，去外滩散步很方便，酒店很有丰厚的历史底蕴感。酒店内环境设施真的超级棒。还有一个小的博物馆在和平饭店内，作为个独特的一部分存在着。馆内展出了镌刻着“华懋饭店”（和平饭店北楼前身）字样的铜制冰筒壶、铜钥匙牌、铜制保温瓶、铜烟灰缸、银制调羹等一批“古董级”用品，以及吴昌硕、傅抱石、刘海粟等名家字画，这是国内第一家以饭店形式建立的博物馆。深厚的历史底蕴和丰富的文化积淀使和平饭店成为33部电影、电视剧的“建筑道具”，近日著名电影导演吴贻弓等许多电影人都给和平饭店写来自己的评价。和平饭店独特的建筑风格是“上海万国建筑博览会”重要的组成部分，它的南楼系仿文艺复兴时期的均衡式公寓建筑，而北楼属美国芝加哥学派的哥特式建筑。和平饭店的“九国式特套”在国内饭店中独一无二。,5,2017-04-14,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=76748383
四叶,我只是在门口看看，里面是什么情况不太清楚，就不做推荐了哈,5,2017-03-26,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=67594233
ZQ,啥也不说了，名声在外，的确非同凡响，只不过两个人入住，第二天只含一个人的早餐，管理层是否需要重新考衡下？一个人吃，谁吃谁不吃呢？！,5,2017-02-21,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=32318447
David_Z_Zjb,老上海的标准，发哥的和平饭店也是个不错电影，能力太有限，没有进去过了，哈哈,5,2017-02-06,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=45407944
angel,很古老一家酒店，不过是服务水平还是住的感受都是无与伦比,5,2017-02-04,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=17544164
A 瑶瑶,的确是一个很奢侈的饭店，除了早餐是259元一位，如此温馨复古的豪华的环境估计在国内是别无他家。值得体验！,5,2017-02-04,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=45458622
伊斯坦布尔的猫,"和平饭店是上海市地标性建筑，位于上海黄浦区南京东路20号，是上海近代建筑史上第一幢现代派建筑，拥有最具特色的九国式特色套房及众多别具特色的餐厅、宴会厅、多功能厅、酒吧、屋顶观光花园等。
和平饭店是中国首家世界著名饭店。",5,2018-02-23,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=17114380
realkevin,非常有历史味道的一家老字号饭店，仿佛穿越时间到了上世纪二三十年代的老上海，让人静下来仔细回味属于那个时代的故事。,5,2016-12-26,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=48952012
黑影恋,和平饭店 也是在拍摄上海的老电影时经常看到的，不过我只从那边无数次的走过，不曾在里面住过啊,5,2016-12-12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=56051219
傻傻的土豆,奢华、大气、很多名人曾入住于此。很有历史沉淀感。,5,2016-11-13,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=43741232
FFFFFF,只是经过的时候看到，外面很漂亮,5,2016-11-09,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=46388269
记忆旅行,和平饭店是上海近代建筑史上第一幢现代派建筑.饭店拥有最具特色的九国式特色套房及众多别具特色的餐厅.宴会厅.多功能厅和酒吧.屋顶观光花园等.和平饭店是中国首家被评为世界著名饭店.,5,2016-11-09,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=5450693
小生活,位于南京东路的最东端，是上海近代建筑史上第一幢现代派建筑，是首家被评为世界著名饭店的中国饭店。,5,2017-02-14,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=93438068
米糖,和平饭店一直是电视里出现的 去往外滩的路上看到 马上留下剪影，哈哈，一看就是高大上啊！,5,2016-10-22,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=65120663
小青椒儿,超喜欢，自从被费尔蒙集团收购后，重新装修了，超级舒服新中式海派风格，下面的酒吧还是要老上海爵士乐表演，,5,2016-09-09,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=90329022
C. Li,在和平饭店九楼云霄餐厅喝个下午茶，看外滩的角度是独一无二的。不过价格也对得起这份景色。,5,2016-09-01,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=5149093
唐讠,是沙逊家族在旧上海时期建造的一系列摩天大厦中的一座。去年11月份，进去逛了一圈，还很有上海殖民地时期的印记。富丽堂皇的大堂里挂着很多老照片，还有一个小型的博物馆，里面有更多展品，让游人对这座传奇的建筑和那个逝去的年代有更多的认识，非常棒的地方，值得去看看。,5,2016-09-01,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=5075316
