name,content,score,create_time,user_url
小小青,非常好。早餐还不错。金尊酒廊的下午茶很一般。,5,2019/7/12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95277308
吳華華,很棒。住宿環境。與約定房型不同，飯店無法提供我的預定。,5,2019/7/12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95276001
天爵,优异的。酒店工作人员非常热情，主动询问客人的需求，有求必应，令人难忘，尤其是早晨站在一楼电梯口的那位先生，跟每一位客人问候新年好，指引去早餐餐厅的方向，十分友善。酒店的停车位较紧张，停满后会让客人停到700米外的星荟广场，然后拿星荟广场的停车发票回到酒店前台报销。这点很麻烦，这意味第二天退房后我要去星荟广场取车，再回到酒店，把车停在门口（运气好没有警察的话），再去前台报销停车费。第二个很麻烦的问题是，星荟广场的停车费是微信支付的，付完后给了一个二维码据说是开电子发票的，但其实根本开不出发票，所以实际上80元的停车费是自掏腰包的。,5,2019/7/12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95276590
傲雪,优异的。早餐，床都比较舒服。房间格局有点狭小，空调有点噪音。,5,2019/7/12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95275352
Yumin,棒棒哒。历史悠久，参观了酒店的博物馆，不虚此行，讲解员很nice，房间很舒适，设施很棒，下次还来。床有点太软。,5,2019/7/12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95273002
三金花儿,优异的。房间空调声音很大 空气干燥 没有空气加湿器。,5,2019/7/12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95274567
咖喱,优异的。服务态度非常棒地理位置也很棒酒店环境和设施也非常满意下次还会选择和平饭店 是非常喜欢年代感浓烈的酒店了。,5,2019/7/12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95276067
冬兰,优异的。整體住宿都滿意，下次到上海會再入住。想購買和飯店相關的商品做紀念，卻較少選擇。,5,2019/7/12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95275482
八阿哥,我喜歡。很大的房間來去自如。沒有。,5,2019/7/12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95275418
卡卡168,地理位置无敌，内部装修大赞，怀旧情结满满。给爸妈定的结婚30周年礼物，他们很满意~酒店地理位置无敌，内部装修大赞，怀旧情结满满。,5,2019/7/12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95275805
孤蚀月,"很棒。景觀很讚, 早餐好吃。價位偏高。",5,2019/7/12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95276917
喵喵喵仔,优异的。交通方便；服務員十分熱情，2間房間是姊妹房，可以一齊聊天；飲食方便；酒店的9/F可以俯視整個外灘，晚上可以上去9/F睇到夜景；非常近外灘，外灘十分美麗，環境舒適，，在外灘可以睇到美麗的日出。沒有。,5,2019/7/12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95276198
家麟,优异的。房间的电话用不了 打给前台三十分钟才解决送餐服务。,5,2019/7/12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95277177
ㄢㄢㄢ安ㄢㄢㄢ安,一般般。洗衣房的Jeff服务专业快捷。1.枕头上有两块5cm*5cm的血渍，虽然打电话后更换及时，但实在是低级失误2.九楼早餐品种太单一3.大堂里非住客实在是太多了，乱糟糟，可否设立一些专供游客访问的时间段？4.订的是金尊客房，应该是可以直接去九楼check in，可是从进门起就没有人过问此点，一楼实在是太乱了5.每层楼似乎只有一部电梯？从房间走到电梯要很远，加之铺地毯，拖着行李很不方便。建议安排服务人员为客人主动安排行李车，并指出铺了地毯且路途遥远不便运输行李，而不是简单过问6.可能住客还是较多，服务人员对每位客人的专业度、亲和度还是应该提高。,5,2019/7/12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95276981
Ziyue,一般。床很舒服，电视节目全。服务真的非常混乱。前台。不太关心客人需求，客人反倒必须适应。爵士酒吧的服务人员居然追出来问我结账没有（已经在吧台结账）。从来没有在任何酒店遇到过这种令人难堪的局面。,5,2019/7/12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95274111
Zimin,很棒。吃的 住的 地理位置都不错。儿童设施有待完善 没有儿童车的坡道 每次进出都需要抬。,5,2019/7/12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95274045
美妞,酒店很好，环境设施都非常棒，服务也是很好的，有需要可以关注,5,2018/10/29,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=68097977
Morgan,环境超级好，方便，味道香，酒店不错，服务非常好，热情,5,2018/10/6,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=84746009
