name,content,score,create_time,user_url
Zongbo,非常好。停车场管理员态度傲慢，行李员入住管拿行李，离店没人理。服务意识差。,5,2019-07-12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95274176
蚂蜂窝用户,古色古香，值得一去，位置超好，房间结构合理,5,2018-09-30,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=65599534
婉瑜,完美的入住体验。总体还是非常不错的，早餐也是非常的不错，主要是喜欢外滩老建筑的人推荐入住，本身就是一个博物馆。基本上没有不足。,5,2019-07-12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95276785
Yungfeng,优异的。极少数的，几乎感觉服务员的素质要比某些客人高的酒店。名不虚传。,5,2019-07-12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95273068
加a菲,差劲。虽然是1929年的古董酒店，但是楼道里的异味还是让人不舒服。遇到的一些酒店员工态度傲慢与冷淡。完全不符合费尔蒙酒店集团的管理品质。很差的体验。,5,2019-07-12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95275675
笔间心事,优异的。建議試試早餐，餐點很多選擇，從傳統上海小點、麵點、西式早餐等，也可以享受高級服務爵士酒吧是一定要體驗的離地鐵站有點距離，外灘遊客很多，盡量避免人多的時間check in/out。,5,2019-07-12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95272806
小兔仙,古典風雅。外窗隔音差，住宿期間外邊整晚施工，噪音吵整晚無法入眠。,5,2019-07-12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95277244
T.C,性价比还是蛮好的，距离外滩也比较方便,5,2018-09-16,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=41038718
四分,位置佳，充滿懷舊風，外灘飯店首選。早餐好吃，服務親切。房間佈置典雅，床也十分舒適，浴室寬敞明亮，很有設計感。淋浴門無法密合，水會外溢。,5,2019-07-12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95276263
Zuchuang,好极了。位置、客房及餐點都很棒。,5,2019-07-12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95274241
中國國家社會主義勞工黨,优异的。特别棒，整个酒店美美哒!理外滩几步路就到了，地理位置特别棒。,5,2019-07-12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95274699
后语,距外灘近。床舒適。淋浴門的防水需要改善。,5,2019-07-12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95275937
石忠榕Peter,喜欢里面的浴缸但电视配置不好，坐在浴缸里看不清图像，游泳池很棒很舒服,5,2018-08-30,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=72356394
宗諺,很满意。提供了二大一小的早餐，很温馨。,5,2019-07-12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95277046
千瑜,"好极了。房間非常的舒適 空間寬敞 交通也很方便, 飯店過一條馬路, 就是上海灘頂樓的酒吧 可以一覽外灘風景非常棒的景色值得花上一整天好好的休息 享受飯店的設施!。",5,2019-07-12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95275742
Zhanjie,优异的。环境和服务都很不错，作为成人很值得一住。遗憾的是带了小孩，没能进去爵士吧体会旧上海风情。床太高，不利于小孩睡。对于小孩的设施基本没有，包括儿童洗簌用品，因为住过四季酒店儿童用品应有尽有，甚至包括奶瓶消毒器。如果在这方面改进，就完美了。,5,2019-07-12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95273263
Zhibang,如果卫生没有出问题，就很好了。卫生间放牙刷洗漱用具的托盘里竟然有头发，很长的一根在底部。对于和平饭店而言，这简直是不可思议。,5,2019-07-12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95273591
唛麦翼天天,"优异的。服務真的好的沒話說,很值得住.。",5,2019-07-12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95276131
Zhimou,可以。餐饮超贵，一杯白开水 10元，吃了一顿早餐和一顿午餐，食物品质中上，但价格极高。前台迎宾和客房清洁一般般。总的感觉高大上。五星级酒店， 入门无人greeting 和提行李；服务不主动，入住第一天 在要求下由一名女工作人员从前台引导到客房，期间没帮助提行李；态度虚伪，入住第一天正好女儿生日，询问生日蛋糕，推说没有预订和时间太晚蛋糕师下班，后在一再要求下，送了一个乱七八糟的小蛋糕，吃了一小口，留在房间里。不可想象，高大上的五星级酒店竟如此服务。,5,2019-07-12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95273655
Zengzh,好。乾淨整潔位置很好。我們不在房間時有員工送進來迎賓水果這樣是不是有點侵犯我們的隱私權呢。,5,2019-07-12,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=95273132
