name,content,score,create_time,user_url
大冀霸,市中心，交通方便，周围景点很多，距离外滩近。。。干净，雅致，有点土豪型，购得了790的商务房，性价比超级高。。。服务热情贴心。。。,5,2015/9/13,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=19992229
sunearlier,超预期，各方面都很好，非常规范，大堂很气派，但门脸有点不匹配。,5,2015/9/13,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=19990002
zhangjm,位置在市中心，出行方便。房间不大但是感觉金碧辉煌。服务员会主动打招呼，这个很不容易。卫生间的毛巾很新，也很软，这个价位这个档次还算性价比比较高的。,5,2015/9/13,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=74727447
ziyanni,第一次住，给升级了套房，真会做生意，赞！,5,2015/9/13,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=30349743
genbenhenshuai,帮国外同事定的，很给力，他们自己要求续住,5,2015/9/13,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=48706696
glxandlc,距離地鐵很近，房間也很舒服，服務也不錯，值得推薦，但如果有含早餐會更好~~,5,2015/9/17,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=45843845
jerrytkd,酒店环境较好，服务也不错，一直是公司商务出行的最佳选择,5,2015/9/13,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=77364830
geminilcw,"来分享一下你的入住感受,行使消费者权益。很不错的酒店， 交通便利， 房间干净， 南京路热闹， 以后还来",5,2015/9/13,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=45608816
精灵的独步舞,酒店很满意，地段好，价格适中，服务特别到位，酒店里的每一位服务员都很有礼貌，很热情，一般客户来要订五星级的，都订这家。,5,2015/9/13,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=19983415
可可八宝,位置很好，到哪里都方便，客房设施齐备，不错,5,2015/9/13,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=19990214
jiajia,"确实很好，位于闹市区,交通方便。酒店服务周到、细致。下次还会住。",5,2015/9/13,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=64134260
stitch,该酒店够五星标准，还装修豪华，特别喜欢卫生间，超大！酒店性价比很高，下次再住！,5,2015/9/13,https://m.mafengwo.cn/nb/public/sharejump.php?type=25&uid=62729184
